,소분류코드,중분류명,소분류명
1548,B230402,수예시즌,시즌침구
1549,B230403,수예시즌,온라인수예시즌
1550,B230404,수예시즌,이벤트수예
1551,B230405,수예시즌,카페트
1552,B230406,수예시즌,여름자리
1553,B230407,수예시즌,모기장
1554,B230408,수예시즌,황토침구
1555,B230501,아동침구류,아동침구
1556,B230502,아동침구류,아동베개
1557,B230503,아동침구류,아동소품
1558,B240101,예능학용품,미술용품
1559,B240102,예능학용품,서예용품
1560,B240103,예능학용품,악기류
1561,B240104,예능학용품,교육보조재
1562,B240105,예능학용품,가방
1563,B240106,예능학용품,문구선물세트
1564,B240201,노트/지류,초등노트
1565,B240202,노트/지류,일반노트
1566,B240203,노트/지류,수첩메모
1567,B240204,노트/지류,서식지
1568,B240205,노트/지류,사무용지
1569,B240301,필기도구,연필
1570,B240302,필기도구,펜
1571,B240303,필기도구,필통/파우치
1572,B240304,필기도구,연필깎이
1573,B240305,필기도구,샤프
1574,B240306,필기도구,수정용품
1575,B240401,오피스용품,접착용품
1576,B240402,오피스용품,게시용품
1577,B240403,오피스용품,데스크정리용품
1578,B240404,오피스용품,OA용품
1579,B240405,오피스용품,서식지
1580,B240406,오피스용품,사무용지
1581,B240407,오피스용품,오피스스티커
1582,B240408,오피스용품,온라인오피스용품
1583,B240409,오피스용품,파일/바인더
1584,B240410,오피스용품,앨범
1585,B240411,오피스용품,클리어화일
1586,B240412,오피스용품,기타화일
1587,B240501,파티/팬시/시즌,파티용품
1588,B240502,파티/팬시/시즌,포장용품
1589,B240503,파티/팬시/시즌,팬시용품
1590,B240504,파티/팬시/시즌,향초
1591,B240505,파티/팬시/시즌,편지/카드
1592,B240506,파티/팬시/시즌,크리스마스용품
1593,B240601,미술용품,공예용품
1594,B240602,미술용품,물감류
1595,B240603,미술용품,색연필/파스텔
1596,B240604,미술용품,서예용품
1597,B240605,미술용품,스케치북/종합장
1598,B240606,미술용품,싸인펜
1599,B240607,미술용품,채색도구
1600,B240701,교육보조재,교구류
1601,B240702,교육보조재,만들기용품
1602,B240703,교육보조재,온라인교육보조재
1603,B240704,교육보조재,피아노
1604,B240705,교육보조재,학습악기류
1605,B240801,파티/팬시,파우치/가방
1606,B240802,파티/팬시,파티용품
1607,B240803,파티/팬시,패션스티커
1608,B240804,파티/팬시,팬시스티커
1609,B240805,파티/팬시,팬시용품
1610,B240807,파티/팬시,포장용품
1611,B240901,노트,수첩메모
1612,B240902,노트,일반노트
1613,B240903,노트,초등노트
1614,B241001,시즌행사,계절시즌행사
1615,B241002,시즌행사,기타시즌행사
1616,B250101,일반서적,일반서적
1617,B250102,일반서적,잡지
1618,B250103,일반서적,참고서/수험서
1619,B250104,일반서적,취미실용
1620,B250105,일반서적,어학물
1621,B250106,일반서적,온라인 서적
1622,B250201,음반,아동음반
1623,B250202,음반,일반음반
1624,B250203,음반,VCD/비디오
1625,B250301,유/아동서적,아동서적
1626,B250302,유/아동서적,유아서적
1627,B250401,영상,DVD
1628,B250501,서적,아동서적
1629,B250502,서적,유아서적
1630,B250503,서적,일반서적
1631,B250504,서적,참고서/수험서
1632,B250505,서적,퍼즐
1633,B250601,음반영상,영상
1634,B250602,음반영상,음반
1635,B250603,음반영상,Digital Accessory
1636,B260101,BABY/INFANT,유아잡화
1637,B260102,BABY/INFANT,온라인BABY/INFANT
1638,B260103,BABY/INFANT,유아용품
1639,B260104,BABY/INFANT,미취학
1640,B260105,BABY/INFANT,신생아/유아
1641,B260106,BABY/INFANT,아동방꾸미기
1642,B260107,BABY/INFANT,발육기 액세서리
1643,B260108,BABY/INFANT,유모차/카시트
1644,B260109,BABY/INFANT,기저귀
1645,B260110,BABY/INFANT,베이비푸드
1646,B260111,BABY/INFANT,유아용품
1647,B260112,BABY/INFANT,유아침대
1648,B260113,BABY/INFANT,유아동가구
1649,B260114,BABY/INFANT,스킨케어 및 물티슈
1650,B260201,GIRLS,디즈니
1651,B260202,GIRLS,취미/DIY
1652,B260203,GIRLS,공작완구
1653,B260204,GIRLS,콜렉션인형
1654,B260205,GIRLS,아기인형
1655,B260206,GIRLS,소꿉놀이
1656,B260207,GIRLS,바비와 바비액세서리
1657,B260208,GIRLS,패션인형
1658,B260209,GIRLS,여아드레스 및 소품
1659,B260210,GIRLS,봉제인형
1660,B260211,GIRLS,캐릭터봉제
1661,B260212,GIRLS,여아취미
1662,B260301,교육,이미지내리움(일반교육)
1663,B260302,교육,전자교육
1664,B260303,교육,게임장난감
1665,B260304,교육,블럭장난감
1666,B260305,교육,미술용품
1667,B260306,교육,과학교구
1668,B260307,교육,퍼즐장난감
1669,B260308,교육,창작용품
1670,B260309,교육,아동서적류
1671,B260310,교육,학용품
1672,B260401,VIDEOGAME,기타전자완구
1673,B260403,VIDEOGAME,비디오게임액세서리
1674,B260404,VIDEOGAME,비디오게임소프트웨어
1675,B260405,VIDEOGAME,컴퓨터게임소프트웨어
1676,B260501,남아,수집용완구
1677,B260502,남아,액션피겨
1678,B260503,남아,역할놀이완구
1679,B260504,남아,기차완구
1680,B260505,남아,건전지
1681,B260506,남아,자동차완구
1682,B260507,남아,조립식완구
1683,B260508,남아,무선조정완구
1684,B260601,SPORTS/OUTDOOR,달러존
1685,B260602,SPORTS/OUTDOOR,플레이세트
1686,B260603,SPORTS/OUTDOOR,캔디류
1687,B260604,SPORTS/OUTDOOR,카드포장지
1688,B260605,SPORTS/OUTDOOR,할로윈
1689,B260606,SPORTS/OUTDOOR,물놀이 용품
1690,B260607,SPORTS/OUTDOOR,아웃도어용품
1691,B260608,SPORTS/OUTDOOR,정원모래놀이
1692,B260609,SPORTS/OUTDOOR,유아동승용물
1693,B260610,SPORTS/OUTDOOR,아동자전거
1694,B260611,SPORTS/OUTDOOR,전동승용물
1695,B260612,SPORTS/OUTDOOR,스포츠용품
1696,B260613,SPORTS/OUTDOOR,스포츠놀이
1697,B260614,SPORTS/OUTDOOR,스케이트류
1698,B260615,SPORTS/OUTDOOR,자전거용품
1699,B260616,SPORTS/OUTDOOR,파티/팬시
1700,B260617,SPORTS/OUTDOOR,프로모션
1701,B260701,EDUCATION 1,보드게임
1702,B260702,EDUCATION 1,블럭
1703,B260703,EDUCATION 1,퍼즐
1704,B260801,EDUCATION 2,과학교구
1705,B260802,EDUCATION 2,미술용품
1706,B260803,EDUCATION 2,아동서적
1707,B260804,EDUCATION 2,일반교육
1708,B260805,EDUCATION 2,전자지능개발
1709,B260806,EDUCATION 2,창작용품
1710,B260807,EDUCATION 2,학용품
1711,B260901,BOYS 1,키덜트/콜렉션
1712,B260902,BOYS 1,액션피겨
1713,B260903,BOYS 1,조립/프라모델
1714,B261001,BOYS 2,건전지
1715,B261002,BOYS 2,무선조종
1716,B261003,BOYS 2,미니기차
1717,B261004,BOYS 2,미니자동차
1718,B261005,BOYS 2,코스튬/롤플레잉
1719,B261006,BOYS 2,키덜트/콜렉션
1720,B270101,애완/동물용품,수족관
1721,B270102,애완/동물용품,고양이용품
1722,B270103,애완/동물용품,온라인 애완용품
1723,B270201,원예용품,원예소품
1724,B270202,원예용품,생화
1725,B270203,원예용품,조화
1726,B270204,원예용품,가드닝세트
1727,B270205,원예용품,배양토/영양제
1728,B270206,원예용품,살수용품
1729,B270207,원예용품,시즌원예
1730,B270208,원예용품,원예공구
1731,B270209,원예용품,조화/숯
1732,B270210,원예용품,화분
1733,B270211,원예용품,화분받침
1734,B270301,애견용품,애견간식
1735,B270302,애견용품,애견건식사료
1736,B270303,애견용품,빗/이발기
1737,B270304,애견용품,샴푸/탈취제
1738,B270305,애견용품,스마트펫케어
1739,B270306,애견용품,애견습식사료
1740,B270307,애견용품,식기/물병
1741,B270309,애견용품,의류/줄
1742,B270310,애견용품,이동장
1743,B270311,애견용품,장난감
1744,B270312,애견용품,패드
1745,B270313,애견용품,하우스/방석
1746,B270314,애견용품,애견식품
1747,B270316,애견용품,온라인 애견용품
1748,B270401,덴탈케어,덴탈비식품
1749,B270402,덴탈케어,덴탈식품
1750,B270501,고양이용품,고양이간식
1751,B270502,고양이용품,고양이건식사료
1752,B270503,고양이용품,고양이잡화
1753,B270504,고양이용품,배변용품
1754,B270505,고양이용품,고양이습식사료
1755,B270601,동물병원,미용
1756,B270602,동물병원,분양
1757,B270603,동물병원,진료
1758,B270604,동물병원,처방사료
1759,B270605,동물병원,호텔
1760,B270606,동물병원,훈련
1761,B270702,수족관용품,곤충용품
1762,B270703,수족관용품,관상어
1763,B270704,수족관용품,관상어용품
1764,B270705,수족관용품,관상조
1765,B270706,수족관용품,관상조용품
1766,B270708,수족관용품,소동물용품
1767,B270709,수족관용품,어항세트
1768,B280102,자동차 정비용품,오일/첨가제
1769,B280103,자동차 정비용품,도장판금용품/체인
1770,B280201,자동차 청소용품,세차관련용품
1771,B280202,자동차 청소용품,세차케미칼류
1772,B280203,자동차 청소용품,카방향제
1773,B280204,자동차 청소용품,카소취제
1774,B280301,카시트/매트,계절카시트
1775,B280302,카시트/매트,시트/카쿠션/매트
1776,B280303,카시트/매트,카매트
1777,B280304,카시트/매트,온라인카시트/매트
1778,B280305,카시트/매트,카시트
1779,B280401,자동차처분,자동차처분
1780,B280501,자동차 액세서리,수납/핸드폰소품
1781,B280502,자동차 액세서리,내장ACC
1782,B280503,자동차 액세서리,외장ACC
1783,B280601,교환/보수용품,실내DIY용품
1784,B280602,교환/보수용품,실내편의용품
1785,B280603,교환/보수용품,에어컨필터
1786,B280604,교환/보수용품,오일/첨가제
1787,B280605,교환/보수용품,와이퍼
1788,B280606,교환/보수용품,워셔액
1789,B280607,교환/보수용품,자동차보수용품
1790,B280608,교환/보수용품,자동차소모품
1791,B280609,교환/보수용품,자동차제설용품
1792,B280610,교환/보수용품,페인트류
1793,B280701,세차용품,세차도구
1794,B280702,세차용품,세차케미칼류
1795,B280801,자동차방향제/소취제,자동차방향제
1796,B280802,자동차방향제/소취제,자동차소취제
1797,B280901,자동차 편의용품,미러류
1798,B280902,자동차 편의용품,실내수납용품
1799,B280903,자동차 편의용품,실내편의용품
1800,B280904,자동차 편의용품,쿠션류
1801,B280905,자동차 편의용품,핸들커버
1802,B280906,자동차 편의용품,햇빛차단용품
1803,B281001,자동차장식용품,오토캠핑용품
1804,B281002,자동차장식용품,걸이형장식품
1805,B570101,선식,미숫가루
1806,B570102,선식,일반선식
1807,B570103,선식,기타선식
1808,B570201,떡,멥쌀떡
1809,B570202,떡,찰떡
1810,B570203,떡,기타떡
1811,B570204,떡,일반떡
1812,B570205,떡,요리떡
1813,B570206,떡,전통과자
1814,B570301,족발,족발
1815,B570302,족발,순대
1816,B580101,족발,즉석족발
1817,B580102,족발,냉장족발
1818,B580201,순대,일반순대
1819,B580202,순대,요리순대
1820,B590101,단무지류,단무지류
1821,B590201,포장반찬,포장반찬
1822,B590301,김치류,김치류
1823,B590401,반찬류,즉석반찬
1824,B590402,반찬류,밑반찬
1825,B590501,포장젓갈,포장젓갈
1826,B600101,젓갈류,젓갈류
1827,B610101,브랜드푸드몰,식사류
1828,B610102,브랜드푸드몰,FAST FOOD
1829,B610103,브랜드푸드몰,디저트류
1830,B610201,간식조리,식사대용
1831,B610202,간식조리,전통간식
1832,B620101,빵,식빵
1833,B620102,빵,과자빵
1834,B620103,빵,바게트
1835,B620104,빵,케익
1836,B620105,빵,선물류
1837,B620106,빵,페스츄리류
1838,B620107,빵,온라인베이커리
1839,B620201,피자,오븐베이크류
1840,B620202,피자,피자
1841,B630101,반찬,김치행사
1842,B630102,반찬,반찬행사
1843,B630103,반찬,젓갈행사
1844,B630201,전통간식,강정행사
1845,B630202,전통간식,떡행사
1846,B630301,먹거리,동양식
1847,B630302,먹거리,양식
1848,B630303,먹거리,지역맛집
1849,B630304,먹거리,한식
1850,B630305,먹거리,행사기타
1851,B630402,먹거리행사,일반간식류행사
1852,B630501,시즌행사,강정행사
1853,B630502,시즌행사,한과행사
1854,B630601,맛집행사,테마먹거리
1855,B630602,맛집행사,브랜드먹거리
1856,B630702,즉석구이안주,즉석오징어
1857,B630703,즉석구이안주,즉석어포
1858,B630801,즉석구이김,즉석김자반
1859,B630802,즉석구이김,즉석김
1860,B630901,특산물행사,미역특산물
1861,B630902,특산물행사,멸치특산물
1862,B640101,블루베리,블루베리(기타)
1863,B640102,블루베리,칠레블루베리
1864,B640201,체리,미국 체리
1865,B640202,체리,체리 기타
1866,B640301,수입포도,미국기타포도
1867,B640302,수입포도,미국적포도
1868,B640303,수입포도,미국청포도
1869,B640304,수입포도,미국혼합포도
1870,B640305,수입포도,칠레기타포도
1871,B640306,수입포도,칠레적포도
1872,B640307,수입포도,칠레청포도
1873,B640308,수입포도,칠레혼합포도
1874,B640309,수입포도,페루기타포도
1875,B640310,수입포도,페루적포도
1876,B640311,수입포도,페루청포도
1877,B640401,냉동과일,곶감
1878,B640402,냉동과일,곶감세트
1879,B640403,냉동과일,냉동기타과일
1880,B640404,냉동과일,냉동블루베리
1881,B640405,냉동과일,냉동열대과일
1882,B640406,냉동과일,냉동채소
1883,B650101,열대과일기타,망고스틴
1884,B650102,열대과일기타,메론기타
1885,B650103,열대과일기타,아보카도
1886,B650104,열대과일기타,야자
1887,B650105,열대과일기타,용과
1888,B650106,열대과일기타,허니듀메론
1889,B650201,바나나,PB바나나
1890,B650202,바나나,고당도바나나
1891,B650203,바나나,기타바나나
1892,B650204,바나나,일반바나나
1893,B650301,파인애플,기타파인애플
1894,B650302,파인애플,필리핀파인애플
1895,B650401,망고,기타망고
1896,B650402,망고,대만애플망고
1897,B650403,망고,태국망고
1898,B650404,망고,필리핀망고
1899,B650501,키위,국산골드키위
1900,B650502,키위,국산그린키위
1901,B650503,키위,기타키위
1902,B650504,키위,뉴질랜드골드키위
1903,B650505,키위,뉴질랜드그린키위
1904,B650506,키위,이탈리아골드키위
1905,B650507,키위,이탈리아그린키위
1906,B650508,키위,칠레골드키위
1907,B650509,키위,칠레그린키위
1908,B650601,열대과일선물세트,열대과일선물세트
1909,B660101,남성용품,남성바디케어
1910,B660102,남성용품,남성헤어케어
1911,B660103,남성용품,남성훼이셜케어
1912,B660104,남성용품,면도기
1913,B660105,남성용품,면도보조용품
1914,B660201,개인위생용품,의약외품
1915,B660301,바디케어,기타 바디케어
1916,B660302,바디케어,미용비누
1917,B660303,바디케어,바디스킨케어
1918,B660304,바디케어,바디클린져
1919,B660305,바디케어,핸드워시
1920,B660401,훼이셜케어,마스크팩
1921,B660402,훼이셜케어,성인스킨케어
1922,B660403,훼이셜케어,온라인스킨케어
1923,B660404,훼이셜케어,코스메슈티컬
1924,B660405,훼이셜케어,틴스킨케어
1925,B660406,훼이셜케어,훼이셜클렌저
1926,B660501,베이비케어,베이비스킨케어
1927,B660502,베이비케어,베이비클렌저
1928,B660503,베이비케어,임산부케어
1929,B660601,풋/핸드케어,네일케어
1930,B660602,풋/핸드케어,풋케어
1931,B660603,풋/핸드케어,핸드케어
1932,B660701,미용소품,기타미용소품
1933,B660702,미용소품,메이크업브러쉬
1934,B660703,미용소품,메탈
1935,B660704,미용소품,분첩
1936,B660705,미용소품,여행용품
1937,B660707,미용소품,클렌징
1938,B660708,미용소품,헤어브러쉬/거울
1939,B660709,미용소품,헤어용품
1940,B660710,미용소품,화장솜/면봉
1941,B660802,아로마,방향제
1942,B660803,아로마,입욕제
1943,B660805,아로마,향초
1944,B670101,피자,VIC피자
1945,B670102,피자,일마레
1946,B670103,피자,엠디월드
1947,B670104,피자,보네스빼
1948,B670201,간식,떡볶이
1949,B670202,간식,튀김
1950,B670203,간식,누들
1951,B670204,간식,도넛/햄버거
1952,B670205,간식,만두
1953,B670206,간식,밥류
1954,B670207,간식,가스류
1955,B670208,간식,볶음류
1956,B670301,디저트,베이커리 디저트
1957,B670302,디저트,음료
1958,B670303,디저트,아이스크림
1959,B670304,디저트,일마레피자
1960,B670305,디저트,엠디월드피자
1961,B670306,디저트,보네스빼피자
1962,B670307,디저트,피자헛익스프레스
1963,B670401,베이커리,피자
1964,B670402,베이커리,보네스빼
1965,B670403,베이커리,빠뮤
1966,B670404,베이커리,VIC마켓피자
1967,B670405,베이커리,VIC베이커리
1968,B680101,남성양말,비즈니스양말
1969,B680102,남성양말,캐주얼양말
1970,B680103,남성양말,스포츠양말
1971,B680104,남성양말,기능성양말
1972,B680105,남성양말,스니커즈
1973,B680106,남성양말,남성양말기획
1974,B680107,남성양말,링크스양말
1975,B680108,남성양말,발가락양말
1976,B680109,남성양말,망사양말
1977,B680110,남성양말,남성묶음양말
1978,B680201,여성양말,캐주얼양말
1979,B680202,여성양말,스포츠양말
1980,B680203,여성양말,스니커즈
1981,B680204,여성양말,정장양말
1982,B680205,여성양말,반장
1983,B680206,여성양말,면타이즈
1984,B680207,여성양말,여성묶음양말
1985,B680208,여성양말,여성양말기획
1986,B680209,여성양말,여성발가락
1987,B680210,여성양말,수면양말
1988,B680301,아동양말,아동캐주얼
1989,B680302,아동양말,베이비양말
1990,B680303,아동양말,아동반장
1991,B680304,아동양말,아동타이즈
1992,B680305,아동양말,아동스니커즈
1993,B680306,아동양말,아동양말기획
1994,B680307,아동양말,아동묶음양말
1995,B680308,아동양말,아동수면양말
1996,B680401,덧신,덧신기획
1997,B680402,덧신,여성스타킹덧신
1998,B680403,덧신,여성면덧신
1999,B680404,덧신,여성양말덧신
2000,B680405,덧신,남성양말덧신
2001,B680406,덧신,아동실내덧신
2002,B680407,덧신,성인실내덧신
2003,B680501,주니어양말,남주니어양말
2004,B680502,주니어양말,여주니어양말
2005,B680503,주니어양말,주니어캐릭터
2006,B680601,양말선물세트,남성양말선물세트
2007,B680602,양말선물세트,여성양말선물세트
2008,B680603,양말선물세트,아동양말선물세트
2009,B680701,온라인양말,온라인양말
2010,B680801,언더웨어행사,양말행사
2011,B680802,언더웨어행사,아동기타행사
2012,B680803,언더웨어행사,란제리행사
2013,B680804,언더웨어행사,홈웨어행사
2014,B680805,언더웨어행사,내의기타행사
2015,B690101,시즌슈즈,바캉스슈즈
2016,B690102,시즌슈즈,방한슈즈
2017,B690103,시즌슈즈,병행수입시즌슈즈
2018,B690201,스포츠슈즈,런닝화
2019,B690202,스포츠슈즈,스니커즈
2020,B690203,스포츠슈즈,등산화
2021,B690204,스포츠슈즈,슬리퍼
2022,B690205,스포츠슈즈,병행수입스포츠슈즈
2023,B690301,아동슈즈,아동구두
2024,B690302,아동슈즈,아동운동화
2025,B690303,아동슈즈,아동실내화
2026,B690304,아동슈즈,아동시즌슈즈
2027,B690305,아동슈즈,병행수입아동슈즈
2028,B690401,캐주얼슈즈,캐주얼단화
2029,B690402,캐주얼슈즈,캐주얼샌들
2030,B690403,캐주얼슈즈,캐주얼부츠
2031,B690404,캐주얼슈즈,드레스화
2032,B690501,슈즈용품,슈케어용품
2033,B690502,슈즈용품,풋케어용품
2034,B700101,지갑/벨트,여성벨트
2035,B700102,지갑/벨트,남성벨트
2036,B700201,가방,서류가방
2037,B700202,가방,학생가방
2038,B700203,가방,캐주얼가방
2039,B700205,가방,온라인가방
2040,B700301,TRAVEL,여행가방
2041,B700401,모자,아동모
2042,B700402,모자,시즌모
2043,B700403,모자,야구모
2044,B700404,모자,벙거지
2045,B700405,모자,헤드웨어
2046,B700501,우산/양산,우산
2047,B700502,우산/양산,양산
2048,B700503,우산/양산,우의
2049,B700601,시즌잡화,스카프
2050,B700602,시즌잡화,머플러
2051,B700603,시즌잡화,워머
2052,B700604,시즌잡화,시즌소품
2053,B700701,장갑,아동장갑
2054,B700702,장갑,가죽장갑
2055,B700703,장갑,캐주얼장갑
2056,B710101,브랜드,브랜드
2057,B710102,브랜드,미입점행사
2058,B710201,등산,등산의류
2059,B710202,등산,등산화
2060,B710203,등산,등산배낭
2061,B710301,캠핑,캠핑취사용품
2062,B710303,캠핑,캠핑텐트류
2063,B710304,캠핑,캠핑소품
2064,B720101,잡곡,보리류
2065,B720102,잡곡,슈퍼푸드잡곡류
2066,B720103,잡곡,잡곡기타
2067,B720104,잡곡,찰현미류
2068,B720105,잡곡,찹쌀류
2069,B720106,잡곡,친환경잡곡
2070,B720107,잡곡,콩류
2071,B720108,잡곡,현미류
2072,B720109,잡곡,혼합잡곡
2073,B720110,잡곡,흑미류
2074,B720201,선식,곡물스낵
2075,B720202,선식,기타선식
2076,B720203,선식,다이어트대용식
2077,B720204,선식,미숫가루
2078,B720205,선식,볶은통곡물
2079,B720206,선식,일반선식
2080,B720207,선식,하루한끼선식
2081,B720301,온라인잡곡선식,온라인잡곡류
2082,B730101,포장반찬HMR,볶음/무침반찬
2083,B730102,포장반찬HMR,절임반찬
2084,B730103,포장반찬HMR,조림반찬
2085,B730104,포장반찬HMR,포장젓갈
2086,B340302,수입브랜드,아로마용품
2087,B340303,수입브랜드,온라인 수입브랜드
2088,B340401,화장품브랜드샵,남성화장수
2089,B340402,화장품브랜드샵,여성화장수
2090,B340403,화장품브랜드샵,기능성화장품
2091,B340404,화장품브랜드샵,크린싱/맛사지
2092,B340406,화장품브랜드샵,헤어/바디케어
2093,B340407,화장품브랜드샵,중저가화장품기타
2094,B340408,화장품브랜드샵,바디용품
2095,B340409,화장품브랜드샵,헤어용품
2096,B340410,화장품브랜드샵,기타아로마용품
2097,B350101,스키,스키장비
2098,B350102,스키,스키잡화
2099,B350103,스키,스키복
2100,B350201,등산,등산복
2101,B350202,등산,등산용품
2102,B350203,등산,아웃도어용품
2103,B350204,등산,온라인 등산
2104,B350301,낚시,낚시대
2105,B350302,낚시,낚시잡화
2106,B350401,수영복,여성수영복
2107,B350402,수영복,남성수영복
2108,B350403,수영복,아동수영복
2109,B350404,수영복,수영용품
2110,B350405,수영복,헬스복
2111,B350406,수영복,온라인 수영복
2112,B350501,윈터스포츠,브랜드
2113,B350502,윈터스포츠,스키/보드장비
2114,B350503,윈터스포츠,스키/보드용품
2115,B350504,윈터스포츠,스키/보드의류
2116,B350601,워터스포츠,브랜드
2117,B350602,워터스포츠,물놀이용품
2118,B350603,워터스포츠,패션수영복
2119,B350604,워터스포츠,워터스포츠용품
2120,B350701,스포츠웨어,브랜드웨어
2121,B350702,스포츠웨어,등산웨어
2122,B350703,스포츠웨어,트레이닝웨어
2123,B360101,롤러보드,인라인스케이트
2124,B360103,롤러보드,킥보드
2125,B360104,롤러보드,기타롤러용품
2126,B360106,롤러보드,보드류
2127,B360107,롤러보드,롤러보드용품
2128,B360201,구기용품,축구용품
2129,B360203,구기용품,농구용품
2130,B360204,구기용품,배구용품
2131,B360206,구기용품,탁구용품
2132,B360207,구기용품,기타구기용품
2133,B360208,구기용품,팀유니폼
2134,B360301,헬스용품,헬스기구
2135,B360303,헬스용품,웨이트용품
2136,B360304,헬스용품,피트니스용품
2137,B360306,헬스용품,보호대용품
2138,B360307,헬스용품,기타헬스용품
2139,B360401,자전거,MTB자전거
2140,B360402,자전거,일반자전거
2141,B360403,자전거,아동자전거
2142,B360405,자전거,일반자전거
2143,B360406,자전거,전문자전거
2144,B360501,스포츠ACC,스포츠장갑
2145,B360502,스포츠ACC,스포츠모자
2146,B360503,스포츠ACC,스포츠양말
2147,B360504,스포츠ACC,스포츠가방
2148,B360505,스포츠ACC,기타스포츠ACC
2149,B360601,라켓스포츠,배드민턴용품
2150,B360602,라켓스포츠,테니스용품
2151,B360603,라켓스포츠,탁구용품
2152,B360701,시니어건강용품,안마용품
2153,B360702,시니어건강용품,보행용품
2154,B360703,시니어건강용품,생활용품
2155,B360704,시니어건강용품,침실용품
2156,B360801,스포츠의류,브랜드
2157,B360802,스포츠의류,기능성의류
2158,B370101,분식,김밥
2159,B370102,분식,라면
2160,B370103,분식,분식기타
2161,B370104,분식,칼국수
2162,B370201,양식,스테이크
2163,B370202,양식,양식기타
2164,B370203,양식,양식돈까스
2165,B370204,양식,철판볶음밥
2166,B370301,일식,모밀
2167,B370302,일식,우동
2168,B370303,일식,일식돈까스
2169,B370304,일식,일식종합
2170,B370305,일식,초밥
2171,B370306,일식,회덮밥
2172,B370401,중식,만두
2173,B370402,중식,볶음밥
2174,B370403,중식,중식SET
2175,B370404,중식,중식기타
2176,B370405,중식,짜장
2177,B370406,중식,짬뽕
2178,B370407,중식,탕수육
2179,B370501,한식,냉면
2180,B370502,한식,비빔밥
2181,B370503,한식,쌈밥
2182,B370504,한식,찌게
2183,B370505,한식,탕류
2184,B370506,한식,한식기타
2185,B370601,패스트푸드,기타F/F
2186,B370701,레스토랑,피자레스토랑
2187,B370702,레스토랑,뷔페레스토랑
2188,B370703,레스토랑,한식레스토랑
2189,B370704,레스토랑,중식레스토랑
2190,B370705,레스토랑,일식레스토랑
2191,B370706,레스토랑,양식레스토랑
2192,B370707,레스토랑,기타레스토랑
2193,B370801,카페,커피
2194,B370802,카페,생과일
2195,B370803,카페,아이스크림
2196,B370901,푸드코트,음료/디저트
2197,B370902,푸드코트,분식
2198,B370903,푸드코트,양식
2199,B370904,푸드코트,일식
2200,B370905,푸드코트,중식
2201,B370906,푸드코트,한식
2202,B371001,컨세션,푸드엠파이어
2203,B371002,컨세션,푸드하우스
2204,B371003,컨세션,푸드캐피탈
2205,B380101,해초류,포장해초류
2206,B380102,해초류,미역
2207,B380103,해초류,파래
2208,B380104,해초류,매생이
2209,B380105,해초류,톳
2210,B380106,해초류,다시마
2211,B380107,해초류,기타해초류
2212,B380201,나물,생나물
2213,B380202,나물,도라지
2214,B380203,나물,건나물
2215,B380204,나물,삶은나물
2216,B380205,나물,해초
2217,B380206,나물,고사리
2218,B380207,나물,취나물
2219,B380208,나물,기타나물
2220,B380301,콩나물,콩나물
2221,B380302,콩나물,숙주나물
2222,B380303,콩나물,국산콩나물
2223,B380304,콩나물,수입콩나물
2224,B380305,콩나물,풀무원콩나물
2225,B380306,콩나물,대상종가집콩나물
2226,B380307,콩나물,씨제이콩나물
2227,B380401,두부,두부
2228,B380402,두부,가공두부
2229,B380403,두부,겸용두부
2230,B380404,두부,부침두부
2231,B380405,두부,연두부
2232,B380406,두부,찌개두부
2233,B380407,두부,풀무원두부
2234,B380408,두부,대상종가집두부
2235,B380409,두부,씨제이두부
2236,B380501,간편채소,샐러드
2237,B380502,간편채소,간편양념
2238,B380503,간편채소,간편구색
2239,B380504,간편채소,드레싱
2240,B380601,묵,묵
2241,B380602,묵,풀무원 묵
2242,B380603,묵,대상종가집 묵
2243,B380701,즉석참기름,즉석참기름
2244,B380801,묵/즉석참기름,묵
2245,B380802,묵/즉석참기름,즉석참기름
2246,B390101,냉장고,양문형냉장고
2247,B390102,냉장고,중형냉장고
2248,B390103,냉장고,기능성냉장고
2249,B390104,냉장고,소형냉장고
2250,B390201,세탁기,드럼형세탁기
2251,B390202,세탁기,일반세탁기
2252,B390301,TV,LED TV
2253,B390302,TV,TV 액세서리
2254,B390401,DVD,DVD
2255,B390501,오디오,미니컴포넌트
2256,B390502,오디오,포터블카세트
2257,B390601,홈시어터,국산홈시어터
2258,B390701,김치냉장고,뚜껑식김치냉장고
2259,B390702,김치냉장고,스탠드형김치냉장고
2260,B400101,정수기,포트형정수기
2261,B400201,공기청정기,공기청정기
2262,B400301,에어컨,스탠드형에어컨
2263,B400302,에어컨,멀티형에어컨
2264,B400303,에어컨,벽걸이형에어컨
2265,B400401,선풍기,일반선풍기
2266,B400402,선풍기,미니선풍기
2267,B400403,선풍기,벽걸이선풍기
2268,B400501,히터기,전기스토브
2269,B400502,히터기,원적외선히터
2270,B400503,히터기,온풍기
2271,B400504,히터기,선풍기형히터
2272,B400505,히터기,기타
2273,B400601,전기요/장판,전기요
2274,B400602,전기요/장판,전기장판
2275,B400603,전기요/장판,전기매트
2276,B400701,가습기,초음파가습기
2277,B400702,가습기,가열식가습기
2278,B400703,가습기,복합식가습기
2279,B400704,가습기,보틀형가습기
2280,B400705,가습기,자연식가습기
2281,B400801,건강가전,비데
2282,B400803,건강가전,안마의자
